"PROVIDER_NAME","PROVIDER_NUMBER","PROVIDER_STREET","PROVIDER_CITY","PROVIDER_COUNTY","PROVIDER_STATE","PROVIDER_ZIP_CODE","PROVIDER_ZIP_CODE_PLUS_4","PROGRAM_NAME","PROGRAM_NUMBER","PROGRAM_COUNTY","PROGRAM_STREET_ADDRESS","PROGRAM_CITY","PROGRAM_STATE","PROGRAM_ZIP_CODE","PROGRAM_ZIP_CODE_PLUS_4","PROGRAM_DIRECTOR","PROGRAM_DIRECTOR_EMAIL","PROGRAM_DIRECTOR_TELEPHONE","PROGRAM_DIRECTOR_PHONE_EXTENSION","PROGRAM_TYPE","SERVICE_TYPE","ADMISSION_PHONE","ADMISSION_PHONE_EXT","ADDITIONAL_LOCATION_NAME","ADDITIONAL_LOCATION_STREET","ADDITIONAL_LOCATION_CITY","ADDITIONAL_LOCATION_ZIP","ADDITIONAL_LOCATION_COUNTYNAME"
"Strong Memorial Hospital","87080","601 Elmwood Ave","Rochester","Monroe","NY","14623","","Strong Memorial Hospital  OP","50218","Monroe","2613 W Henrietta Rd","Rochester","NY","14623","2327","Mrs. Julie V Achtyl","julie_achtyl@urmc.rochester.edu","5852763394","","Outpatient","Outpatient Clinic","5852755400","","","","","",""
"Strong Memorial Hospital","87080","601 Elmwood Ave","Rochester","Monroe","NY","14623","","Strong Memorial Hospital  OTP","665","Monroe","2613 W Henrietta Rd","Rochester","NY","14623","2327","Mrs. Itza Morales-Torres","itza_moralestorres@urmc.rochester.edu","5852764166","",Opioid Treatment Program,"Opioid Outpatient Treatment","5852755400","","","","","",""
"Strong Memorial Hospital","87080","601 Elmwood Ave","Rochester","Monroe","NY","14623","","Strong Memorial Hospital OMM","7365","Monroe","2613 W Henrietta Rd","Rochester","NY","14623","2327","Mr. Patrick Seche","patrick_seche@urmc.Rochester.edu","5852752780","",Opioid Treatment Program,"Medical Maintenance","","","","","","",""
"The Rochester General Hospital","85320","490 East Ridge Road","Rochester","Monroe","NY","14621","3095","Rochester Mental Health Center OP","50216","Monroe","490 E Ridge Rd","Rochester","NY","14621","1229","Jennie Militello","jennie.militello@rochesterregional.org","5853686900","","Outpatient","Outpatient Clinic","5859222625","","","","","",""
"The Unity Hospital of Rochester","83250","81 Lake Ave","Rochester","Monroe","NY","14608","1410","Unity Hospital of Rochester IP","50904","Monroe","1565 Long Pond Rd","Rochester","NY","14626","4122","Ashley M Chudy","ashley.chudy@rochesterregional.org","5857237723","","Inpatient","Inpatient Rehabilitation","","","","","","",""
"The Unity Hospital of Rochester","83250","81 Lake Ave","Rochester","Monroe","NY","14608","1410","Unity Hospital of Rochester MSW-OP","8043","Monroe","1565 Long Pond Rd","Rochester","NY","14626","4122","Jennifer Esten","jennifer.esten@rochesterregional.org","5857237723","5484","Crisis","Med Sup Withdrawal-Outpatient","5856225953","","","","","",""
"The Unity Hospital of Rochester","83250","81 Lake Ave","Rochester","Monroe","NY","14608","1410","Unity Hospital of Rochester OP","50762","Monroe","1565 Long Pond Rd","Rochester","NY","14626","4122","Jennifer Esten","jennifer.esten@rochesterregional.org","5857237723","5484","Outpatient","Outpatient Clinic","5857237723","","","","","",""
"The Unity Hospital of Rochester","83250","81 Lake Ave","Rochester","Monroe","NY","14608","1410","Unity Hospital of Rochester OP1","50764","Monroe","2000 Winton Rd South","Rochester","NY","14618","3970","Ms. Andrea L Luke","andrea.kaptein@rochesterregional.org","5853684719","","Outpatient","Outpatient Clinic","5853684718","","","","","",""
"The Unity Hospital of Rochester","83250","81 Lake Ave","Rochester","Monroe","NY","14608","1410","Unity Hospital of Rochester OP2","51607","Monroe","81 Lake Ave","Rochester","NY","14608","1410","Jennie Militello","jennie.militello@rochesterregional.org","5853686990","","Outpatient","Outpatient Clinic","5853686900","","","","","",""
"Veterans Outreach Center, Inc.","43890","459 South Ave","Rochester","Monroe","NY","14620","1020","Veterans Outreach Center, Inc. SL","51991","Monroe","290 Cypress St","Rochester","NY","14620","2304","Mr. Alec Andrest","Alec.Andrest@vocroc.org","5855069060","","Residential","Supportive Living","5855069060","","","","","",""
"Villa of Hope","37220","3300 Dewey Ave","Rochester","Monroe","NY","14616","3741","Life Program RRSY","4856","Monroe","3300 Dewey Ave","Rochester","NY","14616","3741","Nicole Speight","nicole.speight@villaofhope.org","5858651550","","Residential","Residential Rehab for Youth","5858651550","","","","","",""
"Villa of Hope","37220","3300 Dewey Ave","Rochester","Monroe","NY","14616","3741","Villa of Hope OP","51886","Monroe","1099 Jay St","Rochester","NY","14611","","Ms. Saarah Waleed CASAC","saarah.waleed@villaofhope.org","5858651550","","Outpatient","Outpatient Clinic","5856275892","245","","","","",""
"Westfall Associates, Inc.","85059","919 Westfall Road","Rochester","Monroe","NY","14618","","Westfall Associates, Inc. OP","51102","Monroe","919 Westfall Rd","Rochester","NY","14618","2661","Dr. Sherry Nau EdD","snau@westfallcd.com","5854731500","202","Outpatient","Outpatient Clinic","","","","","","",""
"YWCA of Rochester and Monroe County NY","10940","175 N Clinton Ave","Rochester","Monroe","NY","14604","1109","Steppingstone SL","51479","Monroe","175 N Clinton Ave","Rochester","NY","14604","1109","Ms. Amy Wells","awells@ywcarochester.org","5853682225","","Residential","Supportive Living","5853682225","","","","","",""
"MHA in Fulton and Montgomery Counties","24020","307-309 Meadow Street","Johnstown","Montgomery","NY","12095","","Lighthouse CR","52620","Montgomery","26 Phillips St","Amsterdam","NY","12010","1228","Ms. Janine Dykeman","jdykeman@mhafm.org","5187625332","","Residential","Community Residential","","","","","","",""
"St. Mary's Healthcare","85350","427 Guy Park Ave","Amsterdam","Montgomery","NY","12010","","St. Mary's Healthcare IP","51257","Montgomery","427 Guy Park Ave","Amsterdam","NY","12010","1060","Ms. Kelley Gilligan","Kelley.gilligan2@ascension.org","5188417321","","Inpatient","Inpatient Rehabilitation","","","","","","",""
"St. Mary's Healthcare","85350","427 Guy Park Ave","Amsterdam","Montgomery","NY","12010","","St. Mary's Healthcare OP","50685","Montgomery","4988 State Highway 30","Amsterdam","NY","12010","","Ms. Carol Greco","grecoc@ascension.org","5188434410","","Outpatient","Outpatient Clinic","","","","","","",""
"St. Mary's Healthcare","85350","427 Guy Park Ave","Amsterdam","Montgomery","NY","12010","","St. Mary's Healthcare OTP","7404","Montgomery","4988 State Highway 30","Amsterdam","NY","12010","","Ms. Carol Greco","grecoc@ascension.org","5188434410","",Opioid Treatment Program,"Opioid Outpatient Treatment","","","","","","",""
"Angelo J Melillo Ctr for Mental Health","50140","113 Glen Cove Avenue","Glen Cove","Nassau","NY","11542","8901","Angelo Melillo Ctr for MH OP","50366","Nassau","113 Glen Cove Ave","Glen Cove","NY","11542","3438","Nicole DelGiudice","ndelgiudice@melillo.org","5166762388","119","Outpatient","Outpatient Clinic","5166762388","119","","","","",""
"Backstretch Employee Service Team","47560","2150 Hempstead Tpke","Elmont","Nassau","NY","11003","","Backstretch Employee Service Team OP","52547","Nassau","2150 Hempstead Tpke","Elmont","NY","11003","","Mr. Paul Ruchames","paul@bestbackstretch.org","5164883434","103","Outpatient","Outpatient Clinic","","","","","","",""
"Bridge Back to Life Center, Inc.","2050","4271 Hempstead Tpke","Bethpage","Nassau","NY","11714","5708","Bridge Back to Life Ctr Inc. OP 2","7139","Nassau","4271 Hempstead Turnpike","Bethpage","NY","11714","5708","Mr. Gary A Butchen","gbutchen@bridgebacktolife.com","5165206600","","Outpatient","Outpatient Clinic","5165206600","","","","","",""
"Center for Rapid Recovery, Inc.","26730","312 Greenwich St","Hempstead","Nassau","NY","11550","6318","Center for Rapid Recovery, Inc. OP","7252","Nassau","312 Greenwich St","Hempstead","NY","11550","6318","Ms. Donna Simons","dsimons@rapidrecovery.org","5162926449","","Outpatient","Outpatient Clinic","5162926449","132","","","","",""
"Central Nassau Guidance and Counseling","50710","950 S Oyster Bay Rd","Hicksville","Nassau","NY","11801","","Central Nassau Guidance Srv OP","771","Nassau","950 S Oyster Bay Rd","Hicksville","NY","11801","3510","Ms. Mary Silberstein LCSW","msilberstein@centralnassau.org","5168226111","1249","Outpatient","Outpatient Clinic","5168226111","1209","","","","",""
"Community Counseling Srvs of W. Nassau","33120","340 Dogwood Ave","Franklin Square","Nassau","NY","11010","3400","STAR Program OP","50958","Nassau","340 Dogwood Ave","Franklin Square","NY","11010","3400","Mr. Salvatore F LaFemina","slafemina@ccswn.org","5165051717","13","Outpatient","Outpatient Clinic","5165051717","21","","","","",""
"COPAY, Inc.","145","21 North Station Plaza","Great Neck","Nassau","NY","11021","5013","COPAY, Inc. OP","497","Nassau","21 N Station Plz","Great Neck","NY","11021","5013","Ms. Maria E Cuadra","mariaelisacuadra.copay@gmail.com","5164662509","12","Outpatient","Outpatient Clinic","5164662509","19","","","","",""
"Counseling Service of E.D.N.Y., Inc.","80","175 Remsen St","Brooklyn","Kings","NY","11201","4333","Counseling Service of E.D.N.Y. OP 3","5726","Nassau","175 Fulton Ave","Hempstead","NY","11550","","Ms. Angela Rine","angela.rine@csedny.org","5164810052","112","Outpatient","Outpatient Clinic","5164810052","112","","","","",""
"EAC, Inc.","33030","50 Clinton St","Hempstead","Nassau","NY","11550","","EAC Outpatient Clinic OP","6815","Nassau","175 Fulton Ave","Hempstead","NY","11550","3702","Ms. Elizabeth K Day","elizabeth.day@eac-network.org","5164863222","118","Outpatient","Outpatient Clinic","5164863222","118","","","","",""
"Family and Children's Association","30120","100 E Old Country Rd","Mineola","Nassau","NY","11501","4633","Hicksville Drug Counseling Center OP","50923","Nassau","180 Broadway","Hicksville","NY","11801","4256","Ms. Nicolle Passarella CASAC","npassarella@familyandchildrens.org","5169356858","5213","Outpatient","Outpatient Clinic","5169356858","5213","Family and Children's Association","126 North Franklin Street","Hempstead","11550","Nassau"
"Five Towns Community Center, Inc.","33240","270 Lawrence Avenue","Lawrence","Nassau","NY","11559","1249","Five Towns Community Center OP","765","Nassau","270 Lawrence Ave","Lawrence","NY","11559","1224","Ms. Etella Zak LCSW","ezak@fivetownsmail.org","5162396244","255","Outpatient","Outpatient Clinic","5162396244","255","","","","",""
"Friends of Bridge, Inc.","139","5-11 Pflug Place","Valley Stream","Nassau","NY","11580","3900","Friends of Bridge, Inc. OP","239","Nassau","5-11 Pflug Pl","Valley Stream","NY","11580","3900","Jim Wyler CASAC","Jwyler1@verizon.net","5168254242","","Outpatient","Outpatient Clinic","5168254242","","","","","",""
"From The Ashes Inc./Kenneth Peters Ctr","17580","6800 Jericho Turnpike","Syosset","Nassau","NY","11791","4401","Kenneth Peters Center for Recovery OP","51619","Nassau","6800 Jericho Tpke","Syosset","NY","11791","4436","Ms. Claudia Peters Ragni","claudiakpc@aol.com","5163642220","","Outpatient","Outpatient Clinic","","","","","","",""
"H.E.L.P. Services, Inc.","136","33 Guy Lombardo Ave","Freeport","Nassau","NY","11520","3604","H.E.L.P. Services, Inc. OP","7197","Nassau","33 Guy Lombardo Ave","Freeport","NY","11520","3637","Ms. Teresa Kelly LCSW","tkelly@helpservices.org","5165462822","218","Outpatient","Outpatient Clinic","","","","","","",""
"Hispanic Counseling Center, Inc.","33160","344 Fulton Ave","Hempstead","Nassau","NY","11550","6445","Hispanic Counseling Center, Inc. OP","50972","Nassau","344 Fulton Ave","Hempstead","NY","11550","3923","Mrs. America Ducena LMSW","aducena@hispaniccounseling.org","5165382613","262","Outpatient","Outpatient Clinic","5165382613","262","","","","",""
"Long Beach Reach, Inc.","190","2-12 W Park Ave","Long Beach","Nassau","NY","11561","","Long Beach Reach, Inc. OP","7051","Nassau","2-12 W Park Ave","Long Beach","NY","11561","2025","Dr. Joseph M Smith PhD","jsmith@longbeachreach.com","5168892332","","Outpatient","Outpatient Clinic","5168892332","","Long Beach Reach, Inc.","165 East Park Avenue","Long Beach","11561","Nassau"
"Long Beach Reach, Inc.","190","2-12 W Park Ave","Long Beach","Nassau","NY","11561","","Long Beach Reach, Inc. OP","7051","Nassau","2-12 W Park Ave","Long Beach","NY","11561","2025","Dr. Joseph M Smith PhD","jsmith@longbeachreach.com","5168892332","","Outpatient","Outpatient Clinic","5168892332","","Long Beach Reach, Inc.","185 Merrick Road","Lynbrook","11563","Nassau"
"Long Beach Reach, Inc.","190","2-12 W Park Ave","Long Beach","Nassau","NY","11561","","Long Beach Reach, Inc. OP","7051","Nassau","2-12 W Park Ave","Long Beach","NY","11561","2025","Dr. Joseph M Smith PhD","jsmith@longbeachreach.com","5168892332","","Outpatient","Outpatient Clinic","5168892332","","Long Beach Reach, Inc.","225 Main Street","Port Washington","11050","Nassau"
"Long Island Jewish Medical Center","85210","75-59 263rd St","Glen Oaks","Queens","NY","11004","1150","Garden City Treatment Center OP","50064","Nassau","711 Stewart Ave","Garden City","NY","11530","4731","Ms. Heather Hugelmeyer LCSW","hdoughty@northwell.edu","5167424015","","Outpatient","Outpatient Clinic","","","","","","",""
"Long Island Jewish Medical Center","85210","75-59 263rd St","Glen Oaks","Queens","NY","11004","1150","Project Outreach OP","431","Nassau","600 Hempstead Tpke","West Hempstead","NY","11552","1095","Mr. Pat Vitale","pvitale@northwell.edu","5164812890","11024","Outpatient","Outpatient Clinic","5164812890","11024","","","","",""
"Maryhaven Center of Hope, Inc.","86050","51 Terryville Rd","Port Jefferson Station","Suffolk","NY","11776","1331","Maryhaven Center of Hope RRi","53032","Nassau","95 Pine St","Freeport","NY","11520","","Mrs. Ashley Walker","Ashley.Walker@chsli.org","5168682244","","Residential","820 Residential Reintegration","","","","","","",""
"Maryhaven Center of Hope, Inc.","86050","51 Terryville Rd","Port Jefferson Station","Suffolk","NY","11776","1331","Maryhaven Center of Hope RS","53034","Nassau","150 Buffalo Ave","Freeport","NY","11520","","Mrs. Ashley Walker","Ashley.Walker@chsli.org","5165467070","","Residential","820 Residential Stabilization","","","","","","",""
"Maryhaven Center of Hope, Inc.","86050","51 Terryville Rd","Port Jefferson Station","Suffolk","NY","11776","1331","Recovery House RRi","53033","Nassau","546 Greengrove Ave","Uniondale","NY","11553","","Mrs. Ashley Walker","Ashley.Walker@chsli.org","5169772050","","Residential","820 Residential Reintegration","5169772050","","","","","",""
"Mercy Medical Center","85030","506 Stewart Avenue","GARDEN CITY","Nassau","NY","11530","","Mercy Hospital Family Counseling OP","50360","Nassau","506 Stewart Ave","Garden City","NY","11530","4706","Dr. David Flomenhaft PhD","david.flomenhaft@chsli.org","5167053400","","Outpatient","Outpatient Clinic","5167053400","","","","","",""
"Nassau Alternative Advocacy Program","41400","151 Herricks Rd","Garden City Park","Nassau","NY","11040","5200","Nassau Alternative Advocacy Program OP","51819","Nassau","151 Herricks Rd","Garden City Park","NY","11040","5200","Ms. Susan Andrews","TimAndrews@naapcs.org","5167413110","","Outpatient","Outpatient Clinic","5167413110","","","","","",""
"Nassau Co Office of MH, CD and DD Svcs","40150","60 Charles Lindbergh Blvd","Uniondale","Nassau","NY","11553","3687","Nassau Co Office of MH CD & DD  OTP","52127","Nassau","2201 Hempstead Tpke","East Meadow","NY","11554","1859","Jayne Greene RN","JGreene@nassaucountyny.gov","5165725128","",Opioid Treatment Program,"Opioid Outpatient Treatment","5165725801","","","","","",""
"Nassau Co Office of MH, CD and DD Svcs","40150","60 Charles Lindbergh Blvd","Uniondale","Nassau","NY","11553","3687","Nassau Co Office of MH CD & DD OMM","52128","Nassau","2201 Hempstead Tpke","East Meadow","NY","11554","1859","Jayne Greene RN","JGreene@nassaucountyny.gov","5165725128","",Opioid Treatment Program,"Medical Maintenance","","","","","","",""
"Nassau University Medical Hospital","85020","2201 Hempstead Tpke","East Meadow","Nassau","NY","11554","1859","Nassau University Medical Hospital IP","52094","Nassau","2201 Hempstead Tpke","East Meadow","NY","11554","1859","Ms. Virginia B Kornfeld LCSW","vkornfel@numc.edu","5162963296","","Inpatient","Inpatient Rehabilitation","5165729402","","","","","",""
"Nassau University Medical Hospital","85020","2201 Hempstead Tpke","East Meadow","Nassau","NY","11554","1859","Nassau University Medical Hospital MMD","50296","Nassau","2201 Hempstead Tpke","East Meadow","NY","11554","1859","Ms. Virginia B Kornfeld LCSW","vkornfel@numc.edu","5162963296","","Crisis","Medical Managed Detoxification","5165729402","","","","","",""
"North Shore Child/Family Guidance","21730","480 Old Westbury Rd","Roslyn Heights","Nassau","NY","11577","2215","North Shore Child/Family Guidance OP","51657","Nassau","999 Brush Hollow Rd","Westbury","NY","11590","1704","Ms. Nellie Taylor Walthrust","ntaylorwalthrust@northshorechildguidance.org","5169972926","229","Outpatient","Outpatient Clinic","","","","","","",""
"Oceanside Counseling Center, Inc.","11500","71 Homecrest Court","Oceanside","Nassau","NY","11572","2209","Oceanside Counseling Center, Inc. OP","6438","Nassau","71 Homecrest Ct","Oceanside","NY","11572","2209","Mrs. TERESA K MAGUIRE","teresa.maguire@snch.org","5167666283","","Outpatient","Outpatient Clinic","5167666283","","","","","",""
"Rockville Ctr Drug & Alc.Abuse-CONFIDE","78","30 Hempstead Avenue  Ste H-9","Rockville Centre","Nassau","NY","11570","4034","Rockville Ctr Drug & Alc.Abuse OP","498","Nassau","30 Hempstead Ave","Rockville Centre","NY","11570","4034","Mrs. Valerie Garcia","vgarcia@confidervc.us","5167645522","","Outpatient","Outpatient Clinic","5167645522","","","","","",""
